id,Title,Country-City,url,Phone,Email,Website,Instagram,Linkedin,WhatsApp,Facebook,YouTube,Telegram,Vkontakte,Twitter,Viber
290,VLADIMIRSKIE  MASTERA,Russia - Vladimir,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9fff115e6ee4484d998cbbf3537537d7,+79996128813,info@artvm.ru,www.artvm.ru,,,89996128813,,,@IVKovalchyk,,,89996128813
291,VOLGA PLANT OF TEXTILE MATERIALS,"Russia - Volzhsky, Volgograd region",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xaa562a00be7f2f47bc6d54b546645c3e,+7-8443-21-11-46,"infantev_vm@vati-vztm.com, vztm@vati.ru","vati-vztm.com, vztm-temac.ru",,,,,,,,,
292,VOLLERT ANLAGENBAU GMBH,Germany - Weinsberg,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xef02e4af471c8d43aebc5286bd6181f1,+49 7134 52 246,precast@vollert.de,www.vollert.de,https://www.instagram.com/vollertanlagenbau/,https://www.linkedin.com/company/3850408,,https://www.facebook.com/people/Vollert-Anlagenbau-GmbH/100064088795411/,https://www.youtube.com/vollertprecast,,,https://twitter.com/vollertanlagen,
293,VSO PROFIL,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x4845bc0a28c6874caa78cca26142035c,+7(702)255 35 28,sales@vsoprofil.com,vsoprofil.com,https://www.instagram.com/vsoprofil/,,https://wa.me/send?phone=87022553528,https://www.facebook.com/vsoprofil/,https://www.youtube.com/c/ВСОПрофиль,https://t.me/vsoprofil_official,VK: https://vk.com/vsoprofil,,
294,WECKENMANN ANLAGENTECHNIK GMBH & CO. KG,Germany - Dormettingen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xdd9ee091f0ac3b4fa178a563eb85447d,+49 7427 94930,info@weckenmann.de,www.weckenmann.com,https://www.instagram.com/weckenmann.anlagentechnik,https://www.linkedin.com/company/weckenmannanlagentechnik,,https://www.facebook.com/WeckenmannAnlagentechnik,https://www.youtube.com/weckenmannanlagentechnik,,,,
295,WEHRHAHN,Germany - Delmenhorst,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5778569cd8ee2445a275cc35f57fb958,+49 (4221) 1271-0,mail@wehrhahn.de,www.wehrhahn.de,,https://www.linkedin.com/company/wehrhahn-gmbh,,,https://www.youtube.com/channel/UCeCRAYG9ZRqEvd5l1oqa55g,,,,
296,WEIFANG YUZHAN ENTERPRISE CO.,China - Weifang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x2cbb91c3b4387e48917a7ee216a41dac,0086-13605363334,angie06@163.com,www.yuzhan-enterpri se.com,,,,,,,,,
297,WEISS CHEMIE + TECHNIK GMBH & CO. KG,Germany - Haiger,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9f25ea12e144004d9ffa56c53dd1bcff,+4927738150,ks@weiss-chemie.de,www.weiss-chemie.com,https://www.instagram.com/weiss_chemie_haiger/,https://www.linkedin.com/company/weiss-chemie-technik/mycompany/,,,https://www.youtube.com/user/WeissChemieTV,,,,
298,WESDOM FLOW CONTROL CO.,China - Henan,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8e7f713912eb344aac9d43267c61ff67,86-19337169166,sales010@hawsd.com,www.wsdvalve.com,,,,,,,,,
299,YIWU WALL-KING TRADING CO,China - Yiwu,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x32568a9bc84e37408de8d821b1648a13,+86 18715321019,sales04@wall-kinggroup.com,www.linmodecor.com,,,,,,,,,
300,XIAMEN SRS TRADING CO.,China - XIAMEN,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x19bb25e82e08f845aae14f4bf13535c0,86-592-3277275,info@xiamensrs.com,www.srsstone.com,,,,,,,,,
301,XIAMEN YINGLIANG STONE CO.,China - Xiamen,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x68a165c7a0996144807c3cd001554574,0086-592-6024097,yingliangstone@yingliang.com,www.yingliang.com,,,,,,,,,
302,XUZHOU LARA IMPORT & EXPORT CO.,China - Xuzhou,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x40573302494c194da3d67155d872381b,86-516-86499888,kurtfeng@rilico.com,www.rilico.com,,,,,,,,,
303,YANCHENG KEBO HYDRAULIC MACHINERY MANUFACTURING CO.,China - Jiangsu,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5febea9f038b174b8692b8516feb858a,86-15105109068,kebotilemachine@126.com,www.tilemachine.com.cn,,,,,,,,,
304,YELLOW PAGES OF KAZAKHSTAN,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x9a06adb6acbdd445976405cccdfe2dbe,+77273900830,sales@ypk.kz,www.ypk.kz,,,,,,,,,
305,YUYAO XINLIANGCHEN HARDWARE CO.,China - Zhejiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xba7ed6b60a0d0a43a64b6a5043e12e1b,+86-18758470887,Yuyaowenting@outlook.com,yuyaowenting.en.alibaba.com,,,,,,,,,
306,ZANZAR,Italy - Grottaglie,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x51cc2b68336d2c439e63f788b5867360,+390994518000,zanzar@zanzar.it,zanzar.it,https://www.instagram.com/zanzarspa/?hl=it,https://www.linkedin.com/company/zanzar-spa/mycompany/,,https://www.facebook.com/zanzarsistem/?locale=it_IT,,,,,
307,ZHEJIANG AQUAPROM PURIFYING TECHNOLOGY CO.,China - Zhejiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x515f30bd9099b648b2e991e6acc10653,86-575-8763571,webmaster@taidagy.com,www.taidagy.com,,,,,,,,,
308,ZHEJIANG FENGFAN PIPE CO.,China - Zhejiang,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x85048fd7dc6b2f45a0b4d809e464aa1e,86-575-87653553,2483903500@qq.com,www.ifanfittings.com,,,,,,,,,
309,ZHEJIANG HAILIDE NEW MATERIAL CO.,"China - Zhejiang, Haining city",https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xd4e6e92bd57d5a44860869b27bf7f3cd,008613575330354,cs@halead.com,www.halead.com,,,,,,,,,
310,ZODCHIJ-CENTER,Russia,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8162bd396bc9787911ee3b768a2d0fe8,,,,,,,,,,,,
311,ALINA GROUP,Kazakhstan - Almaty,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee305e5d65f21a,"+7 727 258 58 32 (вн. 2504, 2550), +7 727 258 58 32",info@alina.kz,www.alina.kz,@alinex.official,,,,https://youtube.com/channel/UCxLqByimq1LA6mp1bqBV03A,,,,
312,CLEIA,France - Paris,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0x5fbf91b54d99d44e87468431c552a1cf,+33 3 80 26 71 00,guergana.hara@gmail.com,www.cleia.fr,,CLEIA,+33 695 22 07 66,Guergana Haratchereva,,,,,+33 695 22 07 66
313,GC TECHNOSTIL,Russia - Kireevsk,https://reg.iteca.kz/list/en/detailsfull.aspx?link=0xa3786586063dd24a99dc3f2957a61d2d,+7 800 555 93 32,info@ts-panel.ru,www.ts-panel.ru,https://instagram.com/tehnostil_,,,,https://www.youtube.com/channel/UCMkQrbFv9XbxLMdXG1Cin4g,https://t.me/tehnostil,VK: https://vk.com/tehnostil1,,
