id,Title,Country-City,url,Phone,Email,Website,Instagram,Facebook,YouTube,WhatsApp,Telegram,Linkedin,Vkontakte,Twitter,Viber
270,SKYRAY INSTRUMENT,"Китай - Кunshan city, Jiangsu province",https://reg.iteca.kz/list/detailsfull.aspx?link=0xeb5cd085231bd947940acfa368270ed1,+86 1891326 6363,rohs-david@skyray-instrument.com,www.skyray-instrument.com,,,,+86 18913266363,,,,,
271,"SMTECH, ООО",Россия - Санкт-Петербург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30274bf17cb3,+78123319444; +77760070991,info@smtech.ru; info@smtech-k.kz,www.smtech.ru,,,,,,,,,
272,SOLID DRILLING SOLUTIONS-QAZAQSTAN ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0183f4ab406,+7 727 225 00 04,acc@soliddrilling.kz,www.soliddrilling.com,https://instagram.com/sds_qazaqstan,https://www.facebook.com/sdsqazaqstan,https://www.youtube.com/@soliddrillingsolutionsqaza4435,,,https://www.linkedin.com/company/solid-driling-solutions-qazaqstan/,,,
273,SON-MAK MAKINE,Турция - Bursa,https://reg.iteca.kz/list/detailsfull.aspx?link=0xfc299e1802dda04d960d7009c75d69af,+902244400555,burak.ozmetin@son-mak.com.tr,www.son-mak.com.tr,https://www.instagram.com/sonmaktr/,www.facebook.com/sonmakmakinetr/,,https://wa.me/905301508647,,https://www.linkedin.com/company/son-maktr/,,,
274,SSAB,Швеция,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee462413733cff,,,,,,,,,,,,
275,STANDART POMPA,Турция - Istanbul,https://reg.iteca.kz/list/detailsfull.aspx?link=0xfb88ad1b33d5d641bfd0e457dfea4a5b,0090 216 4668900,info@standartpompa.com,www.standartpompa.com,https://www.instagram.com/standartpump/,https://www.facebook.com/StandartPump/,https://www.youtube.com/channel/UC7L-VhRbaTVOruub_eq2SLw,,,https://www.linkedin.com/company/standartpump/,,https://twitter.com/StandartPump,
276,STEINERT GMBH,Германия - Cologne,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa0ec69938cfb374ca2da13430c8ffb05,+49 221 4984-03293,sales@steinert.de,www.steinertglobal.com,,,https://www.youtube.com/c/STEINERTglobal,,,https://www.linkedin.com/company/steinertgmbh/mycompany/,,,
277,STOCKHOLM PRECISION TOOLS AB,Швеция - Stockholm,https://reg.iteca.kz/list/detailsfull.aspx?link=0x32281edca179c648832325d5bea13e93,+46 8 59073310,marketing@sptab.com,www.sptab.com,,https://www.facebook.com/StockholmPrecisionTools,https://www.youtube.com/user/SPTboreholesurveys,,,https://www.linkedin.com/company/stockholmprecisiontools,,https://twitter.com/SPTAB,
278,STORM KAZAKHSTAN TOO,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8666d71c78323841acbddd07ce5912fa,+7 708 214 14 20,sales@storm-kazakhstan.kz,www.storm-kazakhstan.kz,storm_kazakhstan,,,+77082141420,,,,,
279,"STRONG MINERS, ТОО",Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0xede29936d84c1b4eb8579f66010c5ec1,+7 705 624 18 24,asa@s-mine.ru,www.s-mine.kz,strong_miners_kz,,,+77056241824,,,,,
280,SUNLONG ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee170198c21ad2,+7 727 243 53 46,sunlong@bk.ru,www.sunlong.kz,,,,,,,,,
281,"SWAFLY MACHINERY CO.,LIMITED",Китай - Guangzhou,https://reg.iteca.kz/list/detailsfull.aspx?link=0xa0bae3c0b0af684c99c42848b0cca242,+86-13538942643,info@swaflyparts.com,www.kubotaengine.ca/www.swaflyengine.com,https://www.instagram.com/swaflyparts,https://www.facebook.com/swaflymachinery,https://www.youtube.com/channel/UCVXc_gnhTLMpS0tp8BMAikw,0086 13538942643,,https://www.linkedin.com/company/76653774/admin/feed/posts/,ВКонтакте: https://vk.com/id760543515,,
282,SWISS TOWER MILLS MINERALS AG,Швейцария - Baden,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8155a42ee82ddb0511ed71387d22e29d,+41 58 590 35 00,info@stmminerals.com,www.stmminerals.com,,,,,,https://www.linkedin.com/company/swiss-tower-mills-minerals-ltd/,,,
283,СЕВ-ЕВРОДРАЙВ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0xb18a6a2488c9a242a403f5d1e1fdffd6,+7 727 350 51 56,kazakhstan@sew-eurodrive.com,kz.sew-eurodrive.com,https://www.instagram.com/seweurodrive_kazakhstan/,https://www.facebook.com/SEWEURODRIVEKZ,,+77767505156,,https://www.linkedin.com/company/sew-eurodrive-kazakhstan/,,,
284,"СЕВЕРМАШ, ЗАО",Россия - Вологда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d784575e,+7 8172 20 90 16,mail@npoakonit.ru,www.npoakonit.ru,,,https://www.youtube.com/channel/UCfwL36uRduMJbEsAxqi17GQ,,,,ВКонтакте: https://vk.com/npoakonitvologda,,
285,"СИЛУМИН СЕРВИС, ТОО",Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee462413733d01,8 7232 91 99 04,info@ukservice.kz,www.ukservice.kz,@siluminservice,,,8 (701) 965-35-00,,,,,
286,СИЛУМИН-ВОСТОК ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b7,769-012,info@silumin.kz,www.silumin.kz,,,,,,,,,
287,СИНЕРКОН,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d399,+7 7232 240 36 34,info@synercon.kz,www.synercon.kz,,,,,,,,,
288,"СИСИЭС СЕРВИС - ЦЕНТРАЛЬНАЯ АЗИЯ, ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2537292fbc97c044b678f390804d64c7,+7 727 237 77 80,info@ccsservices.kz,www.ccsservices.kz,,,,,,,,,
289,СКАНТЕХ ИНТЕРНЕШНЛ ПТИ ЛТД,Австралия - Brisbane,https://reg.iteca.kz/list/detailsfull.aspx?link=0x11e763b1c09815449b34049ee979c68a,+61 (0) 417 613 922 / +61 (0) 8 8350 0200,sales@scantech.com.au / r.palma@scantech.com.au / a.brodie@scantech.com.au,www.scantech.com.au,,,https://www.youtube.com/@ScantechTV,#61#0#417622913# OR #61#0#418848851#,,https://www.linkedin.com/company/scantech-international-pty-ltd./mycompany/,,,Australia#61#0#417622913
290,"СМ-ИНДУСТРИЯ, ООО",Россия - Самара,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0256,+7 846 3 741 741,Td@strommash.ru,www.strommash.ru,,,,,,,,,
291,"СОВРЕМЕННЫЕ СИСТЕМЫ ПОЖАРНОЙ БЕЗОПАСНОСТИ, ООО","Россия - Кемеровская область - Кузбасс, г. Кемерово",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c7d,+7 3842 45 22 47,ooo.sspb@yandex.ru,www.sspb42.ru,,,,,,,,,
292,"СОЛИГОРСКИЙ ИНСТИТУТ ПРОБЛЕМ РЕСУРСОСБЕРЕЖЕНИЯ С ОПЫТНЫМ ПРОИЗВОДСТВОМ, ЗАО",Беларусь - Солигорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee327b56b4a8d1,+375 174 26 28 37,ipr@sipr.by,www.sipr.by,,,,,,,,,
293,СПЕЦ-АВТО ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39a,7 727 317 97 82,info@spetsavto.kz,www.spets-avto.kz,,,,,,,,,
294,"СПЕЦБУРМАШ ПО, ЗАО",Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0254,+7 3432664546,export@posbm.com,www.posbm.com,,,,,,,,,
295,СТАЛЬНОЕ ЛИТЬЕ ГНУ,Индия - PALWAL,https://reg.iteca.kz/list/detailsfull.aspx?link=0x9b472c16564f4b4d80e73e81bbd6b580,+919999355115,export@gnucasting.com,WWW.GNUSTEELCASTING.COM,,,,,,,,,
296,3S DISTRIBUTION LLP,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x0c2706f131fb1d4c8683349abcff0ee8,+7 701 718 58 24,vladislav.gorodnichy@3s-d.kz,www.3s-d.kz,,,,,,,,,
297,"TAIZHOU SHANHE TRADING CO.,LTD.",Китай - TAIZHOU CITY,https://reg.iteca.kz/list/detailsfull.aspx?link=0x24d015ef11e5c442b4f4978c429c1608,+86 576 82737372,Blue@cnpulk.com,www.cnpulk.com,,,,,,,,,
298,TECKNOWELD ALLOYS (ИНДИЯ) PRIVATE LIMITED,"Индия - Chennai, Tamil Nadu",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee346033f4d47e,+ 91 99241 24759,sales@tecknoweld.com,www.tecknoweld.com,,https://www.facebook.com/profile.php?=100075797665407,,+91 9003019801,,https://www.linkedin.com/in/balaji-venkatesh-viswanathan-85107688,,,
299,"TEMIRSHI KZ, ТОО",Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee2f8076a70701,8-7212-42-42-04,temirshi@appak.com,,,,,,,,,,
300,TEST INSTRUMENTS ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4e9e870a666e,+7 727 379 99 55,info@ti.kz,www.ti.kz; www.pribor.kz,https://www.instagram.com/pribor.kz/,https://web.facebook.com/test.instruments.kz/,https://www.youtube.com/channel/UCzN9gLx5Lb7pd9gQh6_6iKw/,,,https://www.linkedin.com/company/test-instruments-ltd/,ВКонтакте: https://vk.com/priborkz,,
301,"TIANJIN  WODON WEAR RESISTANT MATERIAL CO.,LTD",Китай - Tianjin,https://reg.iteca.kz/list/detailsfull.aspx?link=0xbadbef61a4d53c4581ac7212650dd018,+86 22 86897973,cs@chinawodon.con,www.chinawodon.com,,,,,,,,,
302,TRACTION HYWG WHEEL RIM,Китай - SHANGHAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x0bcb0e2c8cedec4ca66a018b69ce996c,+86 (21) 61558271,hywgwheel@gmail.com,www.hywgwheel.com,,,https://www.youtube.com/watch?v=5uTiM52ksrI,,,,,,
303,TRATOS CAVI S.P.A.,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4ac6e2d844d4,+7 7172 97 21 20; +7 495 669 68 98,info@hyper-energo.kz,www.tratosgroup.com,,,,,,,,,
304,TRIANGLE TYRE CO.LTD,Китай - Вэйхай,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435a7,+7 705 473 33 10,a.spiridonov@triangle.ru,www.triangle.com.cn,,,,,,,,,
305,ТА ВОСТОК ТОО,Казахстан - Актобе,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4f69f3a45400,+7 700 245 91 21,assan.d@tavostok.kz,www.tavostok.kz,,,,,,,,,
306,ТАКРАФ ГМБХ,Германия - Лейпциг,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8b74dfc6eae97846818d92912731170d,+493412423500,info@takraf.com,www.takraf.com,,,,,,,,,
307,"ТАПФЛО, ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1966bd38510d,+7 701 266 70 92,sales@tapflo.kz,www.tapflo.kz      www.tapflo.com,,https://www.facebook.com/tapflogroup/about,https://www.youtube.com/@TapfloGroup,,,https://www.linkedin.com/company/tapflo-kazakhstan/,,,
308,"ТД ПЛАСТМАСС ГРУПП, ООО",Россия - Щелково,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0258,+7 499 951 79 41,info@zedex.ru,www.plastmass-group.ru,,,,,,,,,
309,ТЕГА ИНДАСТРИЗ ЛИМИТЕД,Россия - Москва,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2fc75f6508e2c740a0883ef7302e5abf,+7 495 655 17 49,office.tega@mail.ru,Brajesh Kumar,,,,,,,,,
310,ТЕКМАЙН ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1966bd38510e,+7 727 310 00 78,info@techmine.kz,www.techmine.kz,https://instagram.com/techmine_kz,,https://www.youtube.com/channel/UCxRY8UVrUcJuyrVXFktWz4g,+77770206860,,,ВКонтакте: https://vk.com/techmine_kz,,
311,ТЕЛКО ЦЕНТРАЛЬНАЯ АЗИЯ ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39b,+7 727 313 10 66,telkocentralasia@telko.com,www.telko.com,,,,,,,,,
312,"ТЕСЕРА МЕЖДУНАРОДНАЯ КО., ЛТД",Китай - Zibo,https://reg.iteca.kz/list/detailsfull.aspx?link=0xe0530bc4b72f994ea1bd0c8027419ff6,+86-533-5207913,amy@tecera.com.cn,www.tecera.com.cn,,,,,,//www.linkedin.com/company/teceraceramic,,,
313,"ТЕСИМ МАКИНА КЗ, ТОО",Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4f69f3a453fe,+7 777 111 11 99,a.kurbanbakiyev@tesim.kz,www.tesim.kz,,,,,,,,,
314,ТЕХНОАНАЛИТ ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed5065ce332094,+7 7232 252359,tehnoanalit@mail.ru,www.tehnoanalit.com,,,,,,,,,
315,ТЕХНОИМПЕКС ТОО,Казахстан - Костанай,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8161cef8ebd4913f11ee351c63617158,"+7 707 742 05 21, +7 7142 390 390",bugaev@technoimpex.kz,www.technoimpex.kz,,,,+7 707 742 05 21,@Technoimpex,,,,
316,ТЕХНОЛОГИЯ РАЗВИТИЯ ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc090307435b3,"+7 7232 62 45 26, +7 777 996 91 90, +7 929 901 26 02","tehrazvit@mail.ru, info@tehrazvit.kz",www.tehrazvit.kz,,,,+7 777 996 91 90,+7 777 996 91 90,,,,
317,"ТОПМАЙНИНГ, ТОО",Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1966bd38510f,+ 7 7172 79 27 50,office@topmining.kz,www.topmining.kz,,,,+7 771 911 03 73,,,,,
318,ТЮФЕКЧИОГЛТУ,Турция - Анкара,https://reg.iteca.kz/list/detailsfull.aspx?link=0x4c68af786e6dd745ab3495193f2b559b,0090 312 267 1090,can@tk.com.tr / info@tk.com.tr,www.tk.com.tr/en,,,https://www.youtube.com/@tkvm,,,,,,
319,ТЯЖМАШ АО,Россия - Сызрань,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81597aeea421bb3d11edc0dcc8b4d39d,"+7 8464 37 81 09, +7 8464 37 89 99",info@tyazhmash.com,www.tyazhmash.com,,,,,t.me/tyazhmashszr,,ВКонтакте: https://vk.com/tyazhmash_szr,,
320,ТЯНЬЦЗИНЬСКАЯ МЕЖДУНАРОДНАЯ ТОРГОВАЯ КОМПАНИЯ ХАЙЦЗЯ,Китай - Tianjin,https://reg.iteca.kz/list/detailsfull.aspx?link=0x81050088b2886b49ab586cf62fb7ed44,+86 22 2576 1277; +86 137 5256 7417,Wqglp761110@vip.sina.com,,,,,+86 13752567417,,,,,
321,UGURMAK,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815fd72d4048f5ef11ee220abcd02c02,+7 727 313 20 93,INFO@DECA.KZ,WWW.DECA.KZ,,,,,,,,,
322,ULSAN METROPOLITAN CITY,Южная Корея - Ulsan,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3b5ddf68b39aa64f9010b5714b106d2f,+82 52 229 2742,bufferbrush@korea.kr,www.ulsan.go.kr/u/english,@ulsancity,@ulsannuri,,,,,,@ulsannuri,
323,UNIGEN STEEL ENGINEERING SRL,Италия - Brescia,https://reg.iteca.kz/list/detailsfull.aspx?link=0x19a01eb2ad9f2e4ea63759dc8abe8a94,+39 030 2161079,info@unigensteel.com,www.unigensteel.com,,,,,,,,,
324,WESCO GROUP ТОО,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d784575b,+7 701 777 26 42,info@wesco.kz,www.wesco.kz,wesco.group,,,wa.me/77079999444,,https://www.linkedin.com/company/wesco-group-llp/about/,,,
325,WEST INVEST COMPANY ТОО,Казахстан - Атырау,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1734d784575c,+7 7122 48 01 90,sale@westinvest.kz,www.westinvest.kz,,,,+7 705 657 1065,,,,,
326,"YANTAI CISO LUBRICATION TECHNOLOGY CO.,LTD",Китай - YANTAI,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2de5b72172c5ff4cbd30074df1cefcb4,+86-535-6919349,ytciso@163.com,www.cisolube.com,,,,,,,,,
327,УЛЬТРАКОМ ТОО,Казахстан - Усть-Каменогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1966bd385110,+7 705 269 92 10,arman@ultra-com.kz,www.ultra-com.kz,ultracom.kz,,,,,,,,
328,"УРАЛАКТИВ, ООО",Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0257,+7 343 253 10 21,info@uralactiv.ru,www.uralactiv.ru,,,,,,,,,
329,"УРАЛ-ОМЕГА, ЗАО",Россия - Магнитогорск,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c7b,"+7 3519 22 00 49, 22 00 51",market@uralomega.ru ; sales@uralomega.ru,www.uralomega.ru,,,,,,,,,
330,УРАЛЬСКИЙ ЗАВОД ФУТЕРОВОЧНЫХ РТИ,Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1a20d5d58e94,+7 343 221 53 45,mail@uralfrti.ru,www.uralfrti.ru,,,,,,,,,
331,"F & F (Ф И Ф), ТОО",Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0xaae28bf07e5fee4fae50fca9291a4e85,+7 747 629 63 12,info@fif-group.kz,www.fif-group.kz,,,,,,,,,
332,FELUWA PUMPEN GMBH,Германия - Murlenbach,https://reg.iteca.kz/list/detailsfull.aspx?link=0x6a5b522be98113489df7739e87dcc278,+7 705 637 38 10,,www.feluwa.com,https://www.instagram.com/feluwa.pumpen/,https://www.facebook.com/feluwapumpen,https://www.youtube.com/@feluwapumpengmbh7977,,,https://www.linkedin.com/company/feluwa-pumps-gmbh-m-rlenbach-germany/,,,
333,FI UNION ТОО,Казахстан - Астана,https://reg.iteca.kz/list/detailsfull.aspx?link=0x09397897e7524842a503b6b2fe5b12a0,+7 7172 98 71 98; +7 7172 27 09 10,cd@fi-union.com,www.fi-union.com,,,,,,,,,
334,FORWARD,Китай - Lianyungang,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8162bd396bc9787911ee3dae35c86532,+86 518 8159 9918,info@forwardrill.com,www.forwardrill.com,,,,,,,,,
335,"ВЕНЧУРНАЯ ФИРМА ФИД-Д, ООО","Россия - Московская область, г. Дубна",https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee3149f65f0253,"+7 916 177 05 40, +7 963 764 41 56, 8 800 600 30 67",fid@dubna.ru,www.fid-dubna.com,,,,,,,,,
336,ФАЧЧИН ГРУПП,Италия - VISANO BS,https://reg.iteca.kz/list/detailsfull.aspx?link=0xeb47b643d397284b9e053839199c26e0,+39 030 67 29 300,info@faccingroup.com,www.faccingroup.com,,,,,,,,,
337,ФЕРРОНОРДИК КАЗАХСТАН,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3185b703d9c7604385e1644223fabd72,+7 771 741 02 82,,www.ferronordic.com,ferronordic_kazakhstan,,Ferronordic,,,,,,
338,ФЛСМИДС,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x814cd02cd1f8387811ed4dce140fbbab,+7 727 344 15 15,info.qazaqstan@flsmidth.com,www.flsmidth.com,https://www.instagram.com/flsmidthgroup/,https://www.facebook.com/flsmidthgroup/,https://www.youtube.com/user/flsmidth,,,https://www.linkedin.com/company/flsmidth,,https://twitter.com/FLSmidth,
339,ФЛЮТЕК ТОО,Казахстан - Караганда,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1a20d5d58e93,+7 7212 90 24 15,info@flutech.kz,www.flutech.kz,,,,,,,,,
340,HALADJIAN MOBILE EQUIPMENT,Франция - Sorgues,https://reg.iteca.kz/list/detailsfull.aspx?link=0x91778c0c6a827f4cbaa8610404e8ca42,+33 7 87 80 46 96,aguerin@haladjian.com,www.haladjian.com,https://instagram.com/haladjian.group?igshid=OGQ5ZDc2ODk2ZA==,,,+33787804696,,https://www.linkedin.com/company/haladjian-mining/,,,
341,HASLER GROUP,Франция - NANTERRE,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2d8bc90b643e524c9a3e8d80cb5f01a0,+33 1 56 83 83 83,sales.fr@hasler.group,www.hasler-gp.com/en,,,@haslergroup9211,,,https://www.linkedin.com/company/hasler-group/,,,
342,HAVER NIAGARA GMBH,Германия - Muenster,https://reg.iteca.kz/list/detailsfull.aspx?link=0xaa8b1c2d0d991048a1461de9b2663598,+49492519793102,m.zlatev@haverniagara.com,Dr. Metodi Zlatev,@haverniagara,https://www.facebook.com/haverniagara/,https://www.youtube.com/channel/UCvVO9HISyo60u8bYZqCpWuA,,,https://www.linkedin.com/company/37822169/admin/,ВКонтакте: https://vk.com/hbniagara,,
343,"HEBEI AOJIN MACHINERY CO.,LIMITED",Китай - SHIJIAZHUANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0x6408d5cd3c6ac245b0290afd9f1bfb3a,+86-311-88802472,admin@aoj-pump.com,www.aoj-pump.com,,aojinslurrypump,aojinslurrypump,,,aojinslurrypump,,aojinslurrypump,
344,"HEBEI ORIENT RUBBER & PLASTIC CO.,LTD",Китай - Shijiazhuang,https://reg.iteca.kz/list/detailsfull.aspx?link=0x039c2f964530be4f9e7eb75e739c878b,+8618031869514,sales05@china-miningtech.com,www.china-miningtech.com,,,,+8618031869514,,https://www.linkedin.com/in/miningsolutionsclaire/,,,
345,"HEBEI STRUDEX TECHNOLOGY CO., LTD",Китай - Hengshui,https://reg.iteca.kz/list/detailsfull.aspx?link=0x310188a6934ca54180efeaef16d44dab,+86 15803320235;+86 17303181768,andy@miningstrudex.com,www.strudex-mining.com,https://www.instagram.com/strudexmining/,https://www.facebook.com/strudexscreening?mibextid=LQQJ4d,https://www.youtube.com/channel/UCWo89fld6vE3Aif08nx8Q6A,+86 17303181768,,https://www.linkedin.com/company/hebei-huanyou-rubber-plastic-products-co-ltd/about/?viewAsMember=true,,https://twitter.com/AndyWangstrudex,
346,"HEBEI ZONGHANG MACHINERY MANUFACTURING CO., LTD",Китай - SHIJIAZHUANG,https://reg.iteca.kz/list/detailsfull.aspx?link=0x26648960d347594d8aa6867206991bf3,0086-311-66792193,sales@apmwiremeshmachine.com,www.apmwiremeshmachine.com & www.wiremeshmachineschina.com,,https://www.facebook.com/nelly.chiew.7,https://www.youtube.com/channel/UCIwRDkMbHWIKud7srV7ynUQ,,,https://www.linkedin.com/feed/?trk=404_page,,,
347,"HENAN FINEWORK CRANES CO., LTD.",Китай - Zhengzhou,https://reg.iteca.kz/list/detailsfull.aspx?link=0xb6cc01308da3f249a2f367daaabdc83b,+86 371 55327600,info@fineworkcranes.com,www.fineworkcranes.com,,https://www.facebook.com/Overheadcranekits/,,+8615738863073,,https://www.linkedin.com/company/finework-cranes/mycompany/,,,+8615738863073
348,"HENAN LIMING HEAVY INDUSTRY SCIENCE & TECHNOLOGY CO.,LTD",Китай - zhengzhou,https://reg.iteca.kz/list/detailsfull.aspx?link=0x50731f443ef25d4086cae0373068813a,0086-371-67992899,kazakhstan@limingco-group.com,www.break-day.com,gxy19951005,,,+7 771 661 2588,,,,,
349,"HUNAN NEW DIAMOND CONSTRUCTION MACHINERY CO.,LTD","Китай - Yueyang, Hunan Province",https://reg.iteca.kz/list/detailsfull.aspx?link=0x93b640d85b21d14182037e1cca9856c9,+86-730-6808681,sales001@xjgdrill.com,www.xjgdrill.com,,,,+86 18390909149,,,,,
350,Х+Е ЛОГИСТИК ГМБХ,Германия - Бохум,https://reg.iteca.kz/list/detailsfull.aspx?link=0x4aae41c3e2a9bf42b7e57f1a1b996961,+4923495023742,info@helogistik.de,www.helogistik.de,,,,,,https://www.linkedin.com/company/he-logistik/mycompany/,,,
351,ХАБЕРМАНН АУРУМ ПУМПЕН ГМБХ,Германия - Бохум,https://reg.iteca.kz/list/detailsfull.aspx?link=0xce404ae971f86349a4bbe6a46084b4d7,+49 234 893 570 0,info@aurumpumpen.de,www.habermann-aurum-pumpen.de/ru,https://www.instagram.com/habermann_aurum/,https://p.facebook.com/Habermann-Aurum-Pumpen-2155263784695120/?__tn__=C-R,https://www.youtube.com/@habermannaurumpumpen,,,https://www.linkedin.com/company/habermann-aurum-pumpen/,,,
352,ХАЙТОРК,Казахстан - Алматы,https://reg.iteca.kz/list/detailsfull.aspx?link=0x2f1b6af2be442145a9d2e8cc95d2b725,8 777 237 30 30,sales@hytorc.com.kz,www.hytorc.com.kz,hytorc_kazakhstan,,,,,,,,
353,ХЁФТ ГМБХ,Германия - Торгау район Медеритч,https://reg.iteca.kz/list/detailsfull.aspx?link=0x3e5e878040ec5a4bb801b2c511ecab5b,+493421773030; +4934217730318,info@hoeftgmbh.de; aleksandr.afanasev@hoeftgmbh.de,www.hoeftgmbh.de,,https://www.facebook.com/people/H%C3%B6ft-GmbH/100067235714510/,https://www.youtube.com/user/HoeftGmbH/videos,,,,,,
354,"ХОЛДИНГ КАБЕЛЬНЫЙ АЛЬЯНС, ООО",Россия - Екатеринбург,https://reg.iteca.kz/list/detailsfull.aspx?link=0x815e8f4ac426f3de11ee1a20d5d58e95,7 343 283 33 33,hka@holdcable.com,www.holdcable.com,,,,,,,,,
355,CENERG GLOBAL TOOLS PVT LTD,Индия - Hyderabad,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8fae83a3c7172843b303ca6091350422,+91 9886384848,marketing@cenerg.in,www.cenerg.in,,,,,,,,,
356,"ЦЕНТР РТИ, ООО",Россия - Казань,https://reg.iteca.kz/list/detailsfull.aspx?link=0x8160e9aa7a0cc79311ee30fab05f5c78,8-800-600-84-85; +7 965-629-39-55,info@centerrti.ru,www. centerrti.ru,,,,,,,,,
